,att_map_x,att_map_y,vic_map_x,vic_map_y,round,winner_team,team_num
179,636.5141448081508,311.8836590662323,832.6032137437676,210.37263843648213,26,Ts win,Team 2
180,396.0814139388684,230.62377850162864,461.7465383156297,327.9092019543974,26,Ts win,Team 2
181,118.26932039887275,336.48716069489683,246.4091426403642,244.63566775244294,26,Ts win,Team 2
182,281.92326035118145,292.7380564603692,381.39857468025144,202.85635179153098,26,Ts win,Team 2
183,706.5001219380013,567.9431596091206,782.065873618036,568.3565960912052,27,Ts win,Team 2
184,706.5561050292652,564.8954940282301,850.5082375894212,507.7733984799131,27,Ts win,Team 2
185,423.6945724040754,259.97410423452766,433.3679411445914,321.46473941368083,27,Ts win,Team 2
186,881.5921309343161,366.76321932681867,797.6483849989161,623.5031623235614,27,Ts win,Team 2
187,884.1351344027747,378.38664495114006,837.42063190982,501.4481541802388,27,Ts win,Team 2
188,821.0252818122697,217.34343105320306,874.8654617385649,435.7043431053203,27,Ts win,Team 2
189,743.3797013873835,217.47448425624316,779.1176566225884,250.09283387622145,27,Ts win,Team 2
190,815.7544168653804,101.54359391965261,618.8206359744202,347.6706297502715,27,Ts win,Team 2
191,457.85282760676347,227.02491856677523,459.8361288749187,775.6198985477741,28,CTs win,Team 1
192,455.1024550184262,826.0837812160695,456.6570764686755,227.02904451682957,28,CTs win,Team 1
193,637.9805847604596,289.50635179153096,810.0726479514416,270.335884907709,28,CTs win,Team 1
194,63.505419466724476,290.2210640608034,246.078717754173,253.26807817589577,28,CTs win,Team 1
195,459.69083297203554,241.6082519001086,314.981844786473,271.4439739413681,28,CTs win,Team 1
196,495.846656189031,489.43040173724216,434.1783681985693,343.15960912052117,28,CTs win,Team 1
197,77.17808367656623,336.63010314875135,118.29484608714502,366.47923452768725,28,CTs win,Team 1
198,143.9821970518101,334.9833604777416,213.80178300455236,190.35407166123775,28,CTs win,Team 1
199,625.1463933448948,415.836319218241,609.138880609148,418.97793159609125,29,CTs win,Team 1
200,608.7803286906568,433.9802388707926,636.821936646434,302.4804560260586,29,CTs win,Team 1
201,842.0562811619336,246.42926167209555,652.6935088337308,305.6240228013029,29,CTs win,Team 1
202,690.8722225233037,535.9516150922909,845.9617114675916,533.8775380021716,29,CTs win,Team 1
203,439.6585329503577,303.37206840390877,252.60874159982657,161.33300760043426,29,CTs win,Team 1
204,331.597157489703,250.86460369163956,285.6888142206807,260.5223127035831,29,CTs win,Team 1
205,746.820398872751,186.6735070575461,889.8825059614134,360.7850162866449,29,CTs win,Team 1
