,att_map_x,att_map_y,vic_map_x,vic_map_y,round,winner_team,team_num
106,774.330871992196,177.07133550488595,613.4453108064166,352.2282844733985,16,Ts win,Team 1
107,413.3321184695426,619.5212540716612,655.6899252113592,734.5559955211727,17,Ts win,Team 1
108,788.0965207023629,296.1333876221498,862.8423206156514,221.2271986970684,17,Ts win,Team 1
109,564.8260579815196,298.6492942453855,696.8076089312812,290.90906623235617,17,Ts win,Team 1
110,761.1596710383699,171.6185667752443,803.0006774333406,193.2080347448425,17,Ts win,Team 1
111,565.2159843783871,297.4122692725299,813.3726696293085,286.9458197611292,17,Ts win,Team 1
112,795.0045523520486,225.72312703583066,654.650871179276,250.62524429967425,17,Ts win,Team 1
113,665.4931714719272,291.664332247557,600.0024861803598,443.6744299674267,17,Ts win,Team 1
114,510.25885744092784,508.3868349619978,383.1426945588554,211.35304017372425,18,Ts win,Team 1
115,144.03492846303925,515.7644136807818,97.98951333188815,351.3237785016287,18,Ts win,Team 1
116,112.70447647951441,401.82149837133545,139.4236939085194,155.2060803474484,18,Ts win,Team 1
117,422.42488619119877,352.5293159609121,629.2758576306092,235.98224755700323,18,Ts win,Team 1
118,602.8032869065684,288.5312160694897,800.8310752221981,221.09511400651468,18,Ts win,Team 1
119,676.6662692391069,669.5451886536373,708.7772734662909,558.9777144408251,19,Ts win,Team 1
120,615.1165795035769,430.1366720955483,654.7086697918925,292.9464169381107,19,Ts win,Team 1
121,639.0879918166053,299.99609120521177,603.1941930414047,428.6117535287731,19,Ts win,Team 1
122,653.3135771190115,391.1785287730728,631.8763616410146,320.2656080347448,19,Ts win,Team 1
123,418.5462551484934,340.91758957654724,492.23263738348146,449.6637350705755,19,Ts win,Team 1
124,447.90654129633646,458.09850705754616,464.64379877520054,428.9734799131379,19,Ts win,Team 1
125,839.533654888359,245.87790445168298,499.75829178408844,275.7848534201954,19,Ts win,Team 1
